客户名称,项目名称,项目内容相关信息,项目所在城市,项目发布时间,中标公司,价格
广东水利电力职业技术学院,广东水利电力职业学院流溪河智慧水务管理体验式实训平台开发项目（采购编号：GDJY220616004ZFG055）中标（成交）结果公告,合得分 名次 1 北京五一视界数字孪生科技股份有限公司 30.00 3,广州,2022-8-1,北京五一视界数字孪生科技股份有限公司,550000
广东松山职业技术学院,广东松山职业技术学院智能控制及数字孪生应用产教融合基地建设项目结果公告,,广东,2023-5-6,广州市澳漪进出口有限公司,6450000
广东威灵电机制造有限公司,广东威灵电机制造有限公司顺德工厂数字孪生系统定标结果公告,,佛山,2023-2-25,美云智数科技有限公司,545000
广东移动,中国移动广东公司2022年基于数字孪生和AI技术的无源光网络智慧运维研发公开比选项目（广州）_中选结果公示,,广东,2022-11-8,广东宜通衡睿科技有限公司,0
广东移动,中国移动广东公司2022-2023年数字孪生园区可视化平台公开比选项目_中选结果公示,,广东,2022-8-16,网思科技股份有限公司,0
广东亿迅科技有限公司,创维数字孪生（一期）数字采集与传输项目5G工业网关及电源适配器设备单一来源采购公示,,广州,2022-9-27,【深圳市宏电技术股份有限公司】,0
广日电梯（四川）有限公司,广日电梯（四川）有限公司数字化系统建设服务项目,务） 1套 70万元 4 设备数字孪生应用（软件及配套实施服务） 1套,德阳,2022-8-9,沈阳中科博微科技股份有限公司,2475000
广西大藤峡水利枢纽开发有限责任公司,数字孪生大藤峡建设（一期）中标结果公示,,广西,2022-9-5,珠江水利委员会珠江水利科学研究院,37712000
广西电力职业技术学院,中化商务有限公司关于智能火力发电虚实结合数字孪生建设项目（重）的成交公告,,南宁,2022-10-10,杭州和利时自动化有限公司,2030000
广西电网公司,广西电网公司2023年第二批信息专业信息技术服务等7个公开专项招标采购项目中标公示,2023年数字孪生电网模型数据运营技术支持。协助开展数据平台及内容运营技术支持工作、数据运营基础保障工作，确保各数据平台服务器及组件的稳定运行及优化提升，对数据接入、数据计算、数据服务、数据应用进行日常管控，对重点应用数据全链路、数据资产目录进行维护及监控，形成数据运营月报，分析运营结果，在数据运营过程及数据问题处理中提供技术支持，充分挖掘数据的业务价值，提升用户使用体验，提高数据问题的诊断定位及处理效率；同时，协助开展数字孪生电网模型数据质量提升工作及数字化供电所数据匹配技术支持工作，进一步发挥广西电网数据中心的数据基础支撑作用，释放业务数据蕴含的业务价值。,广西,2023-6-26,南方电网数字电网科技（广东）有限公司,2500000
广西电网有限责任公司,广西电网公司2022年第一批科技专业科技研发项目等9个公开专项招标采购项目(二次招标)结果公告,公司 研发项目变电一次类 基于数字孪生的变电站移动式三维巡检技术及装置,广西,2022-11-7,长沙天恒测控技术有限公司,0
广西广播电视台,广西国力招标有限公司关于广西广播电视台变配系统及相关配套设施设备改造项目（GXZC2022-G1-003379-GXGL）的中标结果公告,统及相关配套设施设备改造项目 数字孪生电力可视化系统 银色盒子 1套,南宁,2022-11-29,广西铂来智能科技有限公司,4562361
广西机电职业技术学院,先进装备制造虚拟仿真实训基地通用设备采购成交公告,采购计划文号 单价(元) 1 数字孪生服务器 戴尔/dell - 1台,南宁,2022-9-8,润建股份有限公司,638639.8
广西建设职业技术学院,广西国力招标有限公司关于装配式建筑产业人才培训基地考评培训建设采购项目（GXZC2022-G1-004154-GXGL）的中标结果公告,采购项目A分标 智能产线控制与数字孪生体验实训平台及业务展示系统 新之,南宁,2022-12-28,山东新之筑信息科技有限公司,6128850
广西交通职业技术学院,交通信息工程学院昆仑校区交通运输实训基地实训室综合布线、计算机网络设备新增及文化、综合交通大数据、网络信息安全、虚拟仿真与数字孪生实训室建设项目[GXJTZ[2022]110802]成交公告,,南宁,2022-9-23,南宁市雅邦科贸有限公司,106000
广西水利发展集团有限公司,环北部湾广西水资源配置工程勘察（测）设计中标结果公示,年 12 月 31 日前完成数字孪生应用开发；③数字孪生运行期工作满,南宁,2023-4-14,广西壮族自治区水利电力勘测设计研究院有限责任公司,0
广西壮族自治区港航发展中心,北部湾国际门户港智慧港航建设规划（2022—2035年）编制服务项目成交结果公告,运监管与应急指挥系统、平陆运河数字孪生系统等重点建设内容，提出北部湾港,南宁,2022-11-25,交通运输部规划研究院和广西交通设计集团有限公司,970000
广西自然资源职业技术学院,华采招标集团有限公司关于智能制造实训室项目的中标公告,定制 8 智能制造实训室项目 数字孪生及仿真软件 汉迪 30节点 14,南宁,2023-5-15,广西励城科技有限公司,7466900
广州城市职业学院,广州城市职业学院2023年智能化工程实训中心(二次)(CZ2023-0336)结果公告,1-1 教学仪器 智慧实训室数字孪生线上平台 广州因明 EM-DT2,广州,2023-6-16,广州因明智能科技有限公司,2087042
广州大学,广州大学2023年装备制造系统数字孪生理论与技术科研专用设备购置项目合同包1失败公告,,广州,2023-5-11,,0
广州大学,广州大学2023年装备制造系统数字孪生理论与技术科研专用设备购置项目合同包2、合同包3结果公告,,广州,2023-5-10,广州高奇海洋科技有限公司,373600
广州大学,广州大学2023年装备制造系统数字孪生理论与技术科研专用设备购置项目合同包2、合同包3结果公告,,广州,2023-5-10,广州高奇海洋科技有限公司,373600
广州大学,广州大学2023年装备制造系统数字孪生理论与技术科研专用设备购置项目,,广州,2023-5-10,广州高奇海洋科技有限公司,373600
广州大学,广州大学2022年装备制造系统数字孪生理论与技术科研专用设备购置项目合同包1结果公告,,广州,2022-11-29,江苏米南科技有限公司,1125200
广州大学,广州大学2022年装备制造系统数字孪生理论与技术平台有机光电材料与器件专业设备购置项目结果公告,,广州,2022-10-8,广东省中科进出口有限公司,198000
广州番禺职业技术学院,广州番禺职业技术学院2023年信息化建设项目CZ2023-0101(双高)-数字孪生校园系统结果公告,,广州,2023-4-4,广州市科迅电子科技有限公司,3332400
广州番禺职业技术学院,广州番禺职业技术学院2023年信息化建设项目(双高)-数字孪生校园系统（CZ2023-0101）结果公告,,广州,2023-4-4,广州市科迅电子科技有限公司,3332400
广州工程技术职业学院,广州工程技术职业学院数字孪生综合控制实训室建设中标公告（项目编号：GZGC-2023HW-04）,,广州,2023-4-17,广州高谱技术有限公司,1687500
广州国家现代农业产业科技创新中心,农业农村部华南智慧农业公共研发平台项目招标结果公告,慧农业AR-VR系统、智慧农业数字孪生系统、华南智慧农业公共研发平台服,广州,2023-4-17,广州紫为云科技有限公司,6394010
广州国家现代农业产业科技创新中心,农业农村部华南智慧农业公共研发平台项目结果公告,慧农业AR-VR系统、智慧农业数字孪生系统、华南智慧农业公共研发平台服,广州,2023-4-14,广州紫为云科技有限公司,6394010
广州开发区信息化办公室,2022年工程建设项目数字化场景式审批系统项目（CZ2022-8675）结果公告,化场景式审批系统项目 设计方案数字孪生平台 按照招文文件要求执行 合同,广州,2022-12-19,广州市城市规划勘测设计研究院,3980000
广州市规划和自然资源自动化中心（广州市基础地理信息中心）,广州市规划和自然资源局信息技术保障经费——2023年实景三维南沙先行启动区数据建设与整合服务结果（CZ2023-0177））公告,0 1-1 数据加工处理服务 数字孪生参数化建模 按照招标公告及招标文,广州,2023-4-17,广州市城市规划勘测设计研究院(联合体成员:广州元宇云图信息技术有限公司),3121000
广州市花都区政务服务数据管理局,广州市花都区政务服务数据管理局花都区疫情防控系统（穗智管花都分平台一期）建设采购项目（CZ2022-8552）结果公告,项目 三、采购结果 合同包1(数字孪生城市三维地图数据采集之地址数据治,广州,2022-10-19,数字广东网络建设有限公司,6140000
广州市黄埔区水务设施管理所,数字孪生南岗河建设项目施工招标代理询价采购结果公示,,广州,2022-8-19,广东河海工程咨询有限公司,0
广州市技师学院,广州市技师学院-广东省高端装备制造产业就业培训基地“数字孪生培训与认证中心”项目（CZ2022-8716）结果公告,,广州,2022-12-19,深圳市华兴鼎盛科技有限公司,1087500
广州市轻工技师学院,2022年工业互联网与数据驱动室建设项目（CZ2022-8694）结果公告,-7 教学专用仪器 工业互联网数字孪生建模平台 树根互联 根云平台V4,广州,2022-12-1,树根互联股份有限公司,989050
广州中医药大学第一附属医院,广州中医药大学第一附属医院5G+数字化慢性病管理平台项目结果公告,1 行业应用软件开发服务 中医数字孪生智能诊室 搭建数字孪生智能诊室，,广州,2023-4-13,北京易康医疗科技有限公司,7520000
广州珠江黄埔大桥建设有限公司,黄埔大桥龙头山隧道智能安全管控与应急处置示范工程采购结果公告,雷视一体”事件检测系统）、隧道数字孪生系统、火焰探测设施等，加强隧道运,广州,2022-11-24,广东赛达交通科技股份有限公司,3626428
贵安新区产业发展控股集团大数据科技有限公司,贵阳大数据科创城数字孪生项目成交公告,,贵阳,2022-9-16,贵州华泰智远大数据服务有限公司,5300000
贵港国家生态工业示范园区管理委员会,中鸿亿博集团有限公司关于广西钛米医疗科技有限公司数字孪生软件服务及环形屏幕采购项目的成交公告,,贵港,2022-8-10,上海豫奕电子科技有限公司,999000
